inventory_id,film_id,store_id,last_update
65,12.0,2.0,2006-02-15 10:09:17
66,12.0,2.0,2006-02-15 10:09:17
67,13.0,2.0,2006-02-15 10:09:17
68,13.0,2.0,2006-02-15 10:09:17
69,13.0,2.0,2006-02-15 10:09:17
70,13.0,2.0,2006-02-15 10:09:17
71,15.0,1.0,2006-02-15 10:09:17
72,15.0,1.0,2006-02-15 10:09:17
73,15.0,2.0,2006-02-15 10:09:17
74,15.0,2.0,2006-02-15 10:09:17
75,15.0,2.0,2006-02-15 10:09:17
76,15.0,2.0,2006-02-15 10:09:17
77,16.0,1.0,2006-02-15 10:09:17
78,16.0,1.0,2006-02-15 10:09:17
79,16.0,2.0,2006-02-15 10:09:17
80,16.0,2.0,2006-02-15 10:09:17
81,17.0,1.0,2006-02-15 10:09:17
82,17.0,1.0,2006-02-15 10:09:17
83,17.0,1.0,2006-02-15 10:09:17
84,17.0,2.0,2006-02-15 10:09:17
85,17.0,2.0,2006-02-15 10:09:17
86,17.0,2.0,2006-02-15 10:09:17
87,18.0,1.0,2006-02-15 10:09:17
88,18.0,1.0,2006-02-15 10:09:17
89,18.0,1.0,2006-02-15 10:09:17
90,18.0,2.0,2006-02-15 10:09:17
91,18.0,2.0,2006-02-15 10:09:17
92,18.0,2.0,2006-02-15 10:09:17
93,19.0,1.0,2006-02-15 10:09:17
94,19.0,1.0,2006-02-15 10:09:17
95,19.0,1.0,2006-02-15 10:09:17
96,19.0,1.0,2006-02-15 10:09:17
97,19.0,2.0,2006-02-15 10:09:17
98,19.0,2.0,2006-02-15 10:09:17
99,20.0,1.0,2006-02-15 10:09:17
100,20.0,1.0,2006-02-15 10:09:17
101,20.0,1.0,2006-02-15 10:09:17
102,21.0,1.0,2006-02-15 10:09:17
103,21.0,1.0,2006-02-15 10:09:17
104,21.0,2.0,2006-02-15 10:09:17
105,21.0,2.0,2006-02-15 10:09:17
106,21.0,2.0,2006-02-15 10:09:17
107,21.0,2.0,2006-02-15 10:09:17
108,22.0,1.0,2006-02-15 10:09:17
109,22.0,1.0,2006-02-15 10:09:17
110,22.0,1.0,2006-02-15 10:09:17
111,22.0,1.0,2006-02-15 10:09:17
112,22.0,2.0,2006-02-15 10:09:17
113,22.0,2.0,2006-02-15 10:09:17
114,22.0,2.0,2006-02-15 10:09:17
115,23.0,1.0,2006-02-15 10:09:17
116,23.0,1.0,2006-02-15 10:09:17
117,23.0,1.0,2006-02-15 10:09:17
118,23.0,2.0,2006-02-15 10:09:17
119,23.0,2.0,2006-02-15 10:09:17
120,24.0,1.0,2006-02-15 10:09:17
121,24.0,1.0,2006-02-15 10:09:17
122,24.0,1.0,2006-02-15 10:09:17
123,24.0,1.0,2006-02-15 10:09:17
124,25.0,1.0,2006-02-15 10:09:17
125,25.0,1.0,2006-02-15 10:09:17
126,25.0,1.0,2006-02-15 10:09:17
127,25.0,1.0,2006-02-15 10:09:17
128,25.0,2.0,2006-02-15 10:09:17
129,25.0,2.0,2006-02-15 10:09:17
130,26.0,1.0,2006-02-15 10:09:17
131,26.0,1.0,2006-02-15 10:09:17
132,26.0,2.0,2006-02-15 10:09:17
133,26.0,2.0,2006-02-15 10:09:17
134,26.0,2.0,2006-02-15 10:09:17
135,27.0,1.0,2006-02-15 10:09:17
136,27.0,1.0,2006-02-15 10:09:17
137,27.0,1.0,2006-02-15 10:09:17
138,27.0,1.0,2006-02-15 10:09:17
139,28.0,1.0,2006-02-15 10:09:17
140,28.0,1.0,2006-02-15 10:09:17
141,28.0,1.0,2006-02-15 10:09:17
142,29.0,1.0,2006-02-15 10:09:17
143,29.0,1.0,2006-02-15 10:09:17
144,30.0,1.0,2006-02-15 10:09:17
145,30.0,1.0,2006-02-15 10:09:17
146,31.0,1.0,2006-02-15 10:09:17
147,31.0,1.0,2006-02-15 10:09:17
148,31.0,1.0,2006-02-15 10:09:17
149,31.0,1.0,2006-02-15 10:09:17
150,31.0,2.0,2006-02-15 10:09:17
151,31.0,2.0,2006-02-15 10:09:17
152,31.0,2.0,2006-02-15 10:09:17
153,31.0,2.0,2006-02-15 10:09:17
154,32.0,2.0,2006-02-15 10:09:17
155,32.0,2.0,2006-02-15 10:09:17
156,34.0,2.0,2006-02-15 10:09:17
157,34.0,2.0,2006-02-15 10:09:17
158,34.0,2.0,2006-02-15 10:09:17
159,34.0,2.0,2006-02-15 10:09:17
160,35.0,1.0,2006-02-15 10:09:17
161,35.0,1.0,2006-02-15 10:09:17
162,35.0,1.0,2006-02-15 10:09:17
163,35.0,1.0,2006-02-15 10:09:17
164,35.0,2.0,2006-02-15 10:09:17
165,35.0,2.0,2006-02-15 10:09:17
166,35.0,2.0,2006-02-15 10:09:17
167,37.0,1.0,2006-02-15 10:09:17
168,37.0,1.0,2006-02-15 10:09:17
169,37.0,1.0,2006-02-15 10:09:17
170,37.0,1.0,2006-02-15 10:09:17
171,37.0,2.0,2006-02-15 10:09:17
172,37.0,2.0,2006-02-15 10:09:17
173,37.0,2.0,2006-02-15 10:09:17
174,39.0,1.0,2006-02-15 10:09:17
175,39.0,1.0,2006-02-15 10:09:17
176,39.0,1.0,2006-02-15 10:09:17
177,39.0,2.0,2006-02-15 10:09:17
178,39.0,2.0,2006-02-15 10:09:17
179,39.0,2.0,2006-02-15 10:09:17
180,39.0,2.0,2006-02-15 10:09:17
181,40.0,2.0,2006-02-15 10:09:17
182,40.0,2.0,2006-02-15 10:09:17
183,40.0,2.0,2006-02-15 10:09:17
184,40.0,2.0,2006-02-15 10:09:17
185,42.0,2.0,2006-02-15 10:09:17
186,42.0,2.0,2006-02-15 10:09:17
187,42.0,2.0,2006-02-15 10:09:17
188,42.0,2.0,2006-02-15 10:09:17
189,43.0,1.0,2006-02-15 10:09:17
190,43.0,1.0,2006-02-15 10:09:17
191,43.0,1.0,2006-02-15 10:09:17
192,43.0,2.0,2006-02-15 10:09:17
193,43.0,2.0,2006-02-15 10:09:17
194,43.0,2.0,2006-02-15 10:09:17
195,43.0,2.0,2006-02-15 10:09:17
196,44.0,1.0,2006-02-15 10:09:17
197,44.0,1.0,2006-02-15 10:09:17
198,44.0,2.0,2006-02-15 10:09:17
199,44.0,2.0,2006-02-15 10:09:17
200,44.0,2.0,2006-02-15 10:09:17
201,45.0,1.0,2006-02-15 10:09:17
202,45.0,1.0,2006-02-15 10:09:17
203,45.0,1.0,2006-02-15 10:09:17
204,45.0,1.0,2006-02-15 10:09:17
205,45.0,2.0,2006-02-15 10:09:17
206,45.0,2.0,2006-02-15 10:09:17
207,46.0,2.0,2006-02-15 10:09:17
208,46.0,2.0,2006-02-15 10:09:17
209,46.0,2.0,2006-02-15 10:09:17
210,47.0,2.0,2006-02-15 10:09:17
211,47.0,2.0,2006-02-15 10:09:17
212,48.0,1.0,2006-02-15 10:09:17
213,48.0,1.0,2006-02-15 10:09:17
214,48.0,2.0,2006-02-15 10:09:17
215,48.0,2.0,2006-02-15 10:09:17
216,49.0,1.0,2006-02-15 10:09:17
217,49.0,1.0,2006-02-15 10:09:17
218,49.0,1.0,2006-02-15 10:09:17
219,49.0,2.0,2006-02-15 10:09:17
220,49.0,2.0,2006-02-15 10:09:17
221,49.0,2.0,2006-02-15 10:09:17
222,50.0,1.0,2006-02-15 10:09:17
223,50.0,1.0,2006-02-15 10:09:17
224,50.0,1.0,2006-02-15 10:09:17
225,50.0,2.0,2006-02-15 10:09:17
226,50.0,2.0,2006-02-15 10:09:17
227,51.0,1.0,2006-02-15 10:09:17
228,51.0,1.0,2006-02-15 10:09:17
229,51.0,2.0,2006-02-15 10:09:17
230,51.0,2.0,2006-02-15 10:09:17
231,51.0,2.0,2006-02-15 10:09:17
232,51.0,2.0,2006-02-15 10:09:17
233,52.0,2.0,2006-02-15 10:09:17
234,52.0,2.0,2006-02-15 10:09:17
235,53.0,1.0,2006-02-15 10:09:17
236,53.0,1.0,2006-02-15 10:09:17
237,54.0,1.0,2006-02-15 10:09:17
238,54.0,1.0,2006-02-15 10:09:17
239,54.0,1.0,2006-02-15 10:09:17
240,54.0,2.0,2006-02-15 10:09:17
241,54.0,2.0,2006-02-15 10:09:17
242,55.0,1.0,2006-02-15 10:09:17
243,55.0,1.0,2006-02-15 10:09:17
244,55.0,1.0,2006-02-15 10:09:17
245,55.0,1.0,2006-02-15 10:09:17
246,55.0,2.0,2006-02-15 10:09:17
247,55.0,2.0,2006-02-15 10:09:17
248,56.0,1.0,2006-02-15 10:09:17
249,56.0,1.0,2006-02-15 10:09:17
250,56.0,1.0,2006-02-15 10:09:17
251,56.0,2.0,2006-02-15 10:09:17
252,56.0,2.0,2006-02-15 10:09:17
253,57.0,1.0,2006-02-15 10:09:17
254,57.0,1.0,2006-02-15 10:09:17
255,57.0,1.0,2006-02-15 10:09:17
256,57.0,1.0,2006-02-15 10:09:17
257,57.0,2.0,2006-02-15 10:09:17
258,57.0,2.0,2006-02-15 10:09:17
259,57.0,2.0,2006-02-15 10:09:17
260,58.0,2.0,2006-02-15 10:09:17
261,58.0,2.0,2006-02-15 10:09:17
262,58.0,2.0,2006-02-15 10:09:17
263,58.0,2.0,2006-02-15 10:09:17
264,59.0,1.0,2006-02-15 10:09:17
265,59.0,1.0,2006-02-15 10:09:17
266,59.0,1.0,2006-02-15 10:09:17
267,59.0,2.0,2006-02-15 10:09:17
268,59.0,2.0,2006-02-15 10:09:17
269,60.0,1.0,2006-02-15 10:09:17
270,60.0,1.0,2006-02-15 10:09:17
271,60.0,1.0,2006-02-15 10:09:17
272,61.0,1.0,2006-02-15 10:09:17
273,61.0,1.0,2006-02-15 10:09:17
274,61.0,1.0,2006-02-15 10:09:17
275,61.0,1.0,2006-02-15 10:09:17
276,61.0,2.0,2006-02-15 10:09:17
277,61.0,2.0,2006-02-15 10:09:17
278,62.0,2.0,2006-02-15 10:09:17
279,62.0,2.0,2006-02-15 10:09:17
280,63.0,1.0,2006-02-15 10:09:17
281,63.0,1.0,2006-02-15 10:09:17
282,63.0,2.0,2006-02-15 10:09:17
283,63.0,2.0,2006-02-15 10:09:17
284,64.0,2.0,2006-02-15 10:09:17
285,64.0,2.0,2006-02-15 10:09:17
286,64.0,2.0,2006-02-15 10:09:17
287,65.0,2.0,2006-02-15 10:09:17
288,65.0,2.0,2006-02-15 10:09:17
289,65.0,2.0,2006-02-15 10:09:17
290,65.0,2.0,2006-02-15 10:09:17
291,66.0,1.0,2006-02-15 10:09:17
292,66.0,1.0,2006-02-15 10:09:17
293,66.0,1.0,2006-02-15 10:09:17
294,67.0,1.0,2006-02-15 10:09:17
295,67.0,1.0,2006-02-15 10:09:17
296,67.0,2.0,2006-02-15 10:09:17
297,67.0,2.0,2006-02-15 10:09:17
298,67.0,2.0,2006-02-15 10:09:17
299,67.0,2.0,2006-02-15 10:09:17
300,68.0,1.0,2006-02-15 10:09:17
301,68.0,1.0,2006-02-15 10:09:17
302,68.0,2.0,2006-02-15 10:09:17
303,68.0,2.0,2006-02-15 10:09:17
304,69.0,1.0,2006-02-15 10:09:17
305,69.0,1.0,2006-02-15 10:09:17
306,69.0,1.0,2006-02-15 10:09:17
307,69.0,1.0,2006-02-15 10:09:17
308,69.0,2.0,2006-02-15 10:09:17
309,69.0,2.0,2006-02-15 10:09:17
310,69.0,2.0,2006-02-15 10:09:17
311,69.0,2.0,2006-02-15 10:09:17
312,70.0,1.0,2006-02-15 10:09:17
313,70.0,1.0,2006-02-15 10:09:17
314,70.0,2.0,2006-02-15 10:09:17
315,70.0,2.0,2006-02-15 10:09:17
316,71.0,2.0,2006-02-15 10:09:17
317,71.0,2.0,2006-02-15 10:09:17
318,71.0,2.0,2006-02-15 10:09:17
319,71.0,2.0,2006-02-15 10:09:17
320,72.0,1.0,2006-02-15 10:09:17
321,72.0,1.0,2006-02-15 10:09:17
322,72.0,1.0,2006-02-15 10:09:17
323,72.0,1.0,2006-02-15 10:09:17
324,72.0,2.0,2006-02-15 10:09:17
325,72.0,2.0,2006-02-15 10:09:17
326,73.0,1.0,2006-02-15 10:09:17
327,73.0,1.0,2006-02-15 10:09:17
328,73.0,1.0,2006-02-15 10:09:17
329,73.0,1.0,2006-02-15 10:09:17
330,73.0,2.0,2006-02-15 10:09:17
331,73.0,2.0,2006-02-15 10:09:17
332,73.0,2.0,2006-02-15 10:09:17
333,73.0,2.0,2006-02-15 10:09:17
334,74.0,1.0,2006-02-15 10:09:17
335,74.0,1.0,2006-02-15 10:09:17
336,74.0,1.0,2006-02-15 10:09:17
337,74.0,2.0,2006-02-15 10:09:17
338,74.0,2.0,2006-02-15 10:09:17
339,75.0,2.0,2006-02-15 10:09:17
340,75.0,2.0,2006-02-15 10:09:17
341,75.0,2.0,2006-02-15 10:09:17
342,76.0,1.0,2006-02-15 10:09:17
343,76.0,1.0,2006-02-15 10:09:17
344,76.0,1.0,2006-02-15 10:09:17
345,77.0,1.0,2006-02-15 10:09:17
346,77.0,1.0,2006-02-15 10:09:17
347,77.0,1.0,2006-02-15 10:09:17
348,77.0,1.0,2006-02-15 10:09:17
349,77.0,2.0,2006-02-15 10:09:17
350,77.0,2.0,2006-02-15 10:09:17
351,78.0,1.0,2006-02-15 10:09:17
352,78.0,1.0,2006-02-15 10:09:17
353,78.0,1.0,2006-02-15 10:09:17
354,78.0,2.0,2006-02-15 10:09:17
355,78.0,2.0,2006-02-15 10:09:17
356,78.0,2.0,2006-02-15 10:09:17
357,78.0,2.0,2006-02-15 10:09:17
358,79.0,1.0,2006-02-15 10:09:17
359,79.0,1.0,2006-02-15 10:09:17
360,79.0,1.0,2006-02-15 10:09:17
361,79.0,2.0,2006-02-15 10:09:17
362,79.0,2.0,2006-02-15 10:09:17
363,79.0,2.0,2006-02-15 10:09:17
364,80.0,1.0,2006-02-15 10:09:17
365,80.0,1.0,2006-02-15 10:09:17
366,80.0,1.0,2006-02-15 10:09:17
367,80.0,1.0,2006-02-15 10:09:17
368,81.0,1.0,2006-02-15 10:09:17
369,81.0,1.0,2006-02-15 10:09:17
370,81.0,1.0,2006-02-15 10:09:17
371,81.0,1.0,2006-02-15 10:09:17
372,82.0,1.0,2006-02-15 10:09:17
373,82.0,1.0,2006-02-15 10:09:17
374,83.0,1.0,2006-02-15 10:09:17
375,83.0,1.0,2006-02-15 10:09:17
376,83.0,1.0,2006-02-15 10:09:17
377,83.0,2.0,2006-02-15 10:09:17
378,83.0,2.0,2006-02-15 10:09:17
379,84.0,1.0,2006-02-15 10:09:17
380,84.0,1.0,2006-02-15 10:09:17
381,84.0,1.0,2006-02-15 10:09:17
382,84.0,1.0,2006-02-15 10:09:17
383,85.0,2.0,2006-02-15 10:09:17
384,85.0,2.0,2006-02-15 10:09:17
385,85.0,2.0,2006-02-15 10:09:17
386,85.0,2.0,2006-02-15 10:09:17
387,86.0,1.0,2006-02-15 10:09:17
388,86.0,1.0,2006-02-15 10:09:17
389,86.0,1.0,2006-02-15 10:09:17
390,86.0,1.0,2006-02-15 10:09:17
391,86.0,2.0,2006-02-15 10:09:17
392,86.0,2.0,2006-02-15 10:09:17
393,86.0,2.0,2006-02-15 10:09:17
394,86.0,2.0,2006-02-15 10:09:17
395,88.0,2.0,2006-02-15 10:09:17
396,88.0,2.0,2006-02-15 10:09:17
397,88.0,2.0,2006-02-15 10:09:17
398,88.0,2.0,2006-02-15 10:09:17
399,89.0,1.0,2006-02-15 10:09:17
400,89.0,1.0,2006-02-15 10:09:17
401,89.0,1.0,2006-02-15 10:09:17
402,89.0,2.0,2006-02-15 10:09:17
403,89.0,2.0,2006-02-15 10:09:17
404,89.0,2.0,2006-02-15 10:09:17
405,90.0,1.0,2006-02-15 10:09:17
406,90.0,1.0,2006-02-15 10:09:17
407,90.0,1.0,2006-02-15 10:09:17
408,90.0,2.0,2006-02-15 10:09:17
409,90.0,2.0,2006-02-15 10:09:17
410,90.0,2.0,2006-02-15 10:09:17
411,91.0,1.0,2006-02-15 10:09:17
412,91.0,1.0,2006-02-15 10:09:17
413,91.0,1.0,2006-02-15 10:09:17
414,91.0,1.0,2006-02-15 10:09:17
415,91.0,2.0,2006-02-15 10:09:17
416,91.0,2.0,2006-02-15 10:09:17
417,91.0,2.0,2006-02-15 10:09:17
418,91.0,2.0,2006-02-15 10:09:17
419,92.0,1.0,2006-02-15 10:09:17
420,92.0,1.0,2006-02-15 10:09:17
421,92.0,2.0,2006-02-15 10:09:17
422,92.0,2.0,2006-02-15 10:09:17
423,93.0,2.0,2006-02-15 10:09:17
424,93.0,2.0,2006-02-15 10:09:17
425,93.0,2.0,2006-02-15 10:09:17
426,94.0,1.0,2006-02-15 10:09:17
427,94.0,1.0,2006-02-15 10:09:17
428,95.0,1.0,2006-02-15 10:09:17
429,95.0,1.0,2006-02-15 10:09:17
430,95.0,2.0,2006-02-15 10:09:17
431,95.0,2.0,2006-02-15 10:09:17
432,95.0,2.0,2006-02-15 10:09:17
433,96.0,1.0,2006-02-15 10:09:17
434,96.0,1.0,2006-02-15 10:09:17
435,96.0,1.0,2006-02-15 10:09:17
436,97.0,1.0,2006-02-15 10:09:17
437,97.0,1.0,2006-02-15 10:09:17
438,97.0,1.0,2006-02-15 10:09:17
439,97.0,1.0,2006-02-15 10:09:17
440,97.0,2.0,2006-02-15 10:09:17
441,97.0,2.0,2006-02-15 10:09:17
442,98.0,1.0,2006-02-15 10:09:17
443,98.0,1.0,2006-02-15 10:09:17
444,98.0,1.0,2006-02-15 10:09:17
445,99.0,1.0,2006-02-15 10:09:17
446,99.0,1.0,2006-02-15 10:09:17
447,99.0,1.0,2006-02-15 10:09:17
448,99.0,2.0,2006-02-15 10:09:17
449,99.0,2.0,2006-02-15 10:09:17
450,99.0,2.0,2006-02-15 10:09:17
451,100.0,1.0,2006-02-15 10:09:17
452,100.0,1.0,2006-02-15 10:09:17
453,100.0,1.0,2006-02-15 10:09:17
454,100.0,1.0,2006-02-15 10:09:17
455,100.0,2.0,2006-02-15 10:09:17
456,100.0,2.0,2006-02-15 10:09:17
457,101.0,1.0,2006-02-15 10:09:17
458,101.0,1.0,2006-02-15 10:09:17
459,101.0,1.0,2006-02-15 10:09:17
460,101.0,1.0,2006-02-15 10:09:17
461,101.0,2.0,2006-02-15 10:09:17
462,101.0,2.0,2006-02-15 10:09:17
463,102.0,2.0,2006-02-15 10:09:17
464,102.0,2.0,2006-02-15 10:09:17
465,103.0,1.0,2006-02-15 10:09:17
466,103.0,1.0,2006-02-15 10:09:17
467,103.0,1.0,2006-02-15 10:09:17
468,103.0,1.0,2006-02-15 10:09:17
469,103.0,2.0,2006-02-15 10:09:17
470,103.0,2.0,2006-02-15 10:09:17
471,103.0,2.0,2006-02-15 10:09:17
472,103.0,2.0,2006-02-15 10:09:17
473,104.0,2.0,2006-02-15 10:09:17
474,104.0,2.0,2006-02-15 10:09:17
475,104.0,2.0,2006-02-15 10:09:17
476,105.0,1.0,2006-02-15 10:09:17
477,105.0,1.0,2006-02-15 10:09:17
478,105.0,2.0,2006-02-15 10:09:17
479,105.0,2.0,2006-02-15 10:09:17
480,105.0,2.0,2006-02-15 10:09:17
481,106.0,1.0,2006-02-15 10:09:17
482,106.0,1.0,2006-02-15 10:09:17
483,107.0,2.0,2006-02-15 10:09:17
484,107.0,2.0,2006-02-15 10:09:17
485,109.0,1.0,2006-02-15 10:09:17
486,109.0,1.0,2006-02-15 10:09:17
487,109.0,1.0,2006-02-15 10:09:17
488,109.0,1.0,2006-02-15 10:09:17
489,109.0,2.0,2006-02-15 10:09:17
490,109.0,2.0,2006-02-15 10:09:17
491,109.0,2.0,2006-02-15 10:09:17
492,109.0,2.0,2006-02-15 10:09:17
493,110.0,1.0,2006-02-15 10:09:17
494,110.0,1.0,2006-02-15 10:09:17
495,110.0,1.0,2006-02-15 10:09:17
496,110.0,1.0,2006-02-15 10:09:17
497,111.0,2.0,2006-02-15 10:09:17
498,111.0,2.0,2006-02-15 10:09:17
499,111.0,2.0,2006-02-15 10:09:17
500,111.0,2.0,2006-02-15 10:09:17
501,112.0,1.0,2006-02-15 10:09:17
502,112.0,1.0,2006-02-15 10:09:17
503,112.0,1.0,2006-02-15 10:09:17
504,112.0,1.0,2006-02-15 10:09:17
505,112.0,2.0,2006-02-15 10:09:17
506,112.0,2.0,2006-02-15 10:09:17
507,112.0,2.0,2006-02-15 10:09:17
508,113.0,2.0,2006-02-15 10:09:17
509,113.0,2.0,2006-02-15 10:09:17
510,113.0,2.0,2006-02-15 10:09:17
511,113.0,2.0,2006-02-15 10:09:17
512,114.0,1.0,2006-02-15 10:09:17
513,114.0,1.0,2006-02-15 10:09:17
514,114.0,1.0,2006-02-15 10:09:17
515,114.0,1.0,2006-02-15 10:09:17
516,114.0,2.0,2006-02-15 10:09:17
517,114.0,2.0,2006-02-15 10:09:17
518,114.0,2.0,2006-02-15 10:09:17
519,115.0,1.0,2006-02-15 10:09:17
520,115.0,1.0,2006-02-15 10:09:17
521,115.0,1.0,2006-02-15 10:09:17
522,115.0,2.0,2006-02-15 10:09:17
523,115.0,2.0,2006-02-15 10:09:17
524,115.0,2.0,2006-02-15 10:09:17
525,115.0,2.0,2006-02-15 10:09:17
526,116.0,1.0,2006-02-15 10:09:17
527,116.0,1.0,2006-02-15 10:09:17
528,116.0,2.0,2006-02-15 10:09:17
529,116.0,2.0,2006-02-15 10:09:17
530,116.0,2.0,2006-02-15 10:09:17
531,116.0,2.0,2006-02-15 10:09:17
532,117.0,1.0,2006-02-15 10:09:17
533,117.0,1.0,2006-02-15 10:09:17
534,117.0,1.0,2006-02-15 10:09:17
535,117.0,1.0,2006-02-15 10:09:17
536,117.0,2.0,2006-02-15 10:09:17
537,117.0,2.0,2006-02-15 10:09:17
538,118.0,1.0,2006-02-15 10:09:17
539,118.0,1.0,2006-02-15 10:09:17
540,118.0,1.0,2006-02-15 10:09:17
541,118.0,1.0,2006-02-15 10:09:17
542,118.0,2.0,2006-02-15 10:09:17
543,118.0,2.0,2006-02-15 10:09:17
544,119.0,1.0,2006-02-15 10:09:17
545,119.0,1.0,2006-02-15 10:09:17
546,119.0,1.0,2006-02-15 10:09:17
547,119.0,2.0,2006-02-15 10:09:17
548,119.0,2.0,2006-02-15 10:09:17
549,119.0,2.0,2006-02-15 10:09:17
550,119.0,2.0,2006-02-15 10:09:17
551,120.0,1.0,2006-02-15 10:09:17
552,120.0,1.0,2006-02-15 10:09:17
553,120.0,1.0,2006-02-15 10:09:17
554,121.0,1.0,2006-02-15 10:09:17
555,121.0,1.0,2006-02-15 10:09:17
556,121.0,1.0,2006-02-15 10:09:17
557,121.0,2.0,2006-02-15 10:09:17
558,121.0,2.0,2006-02-15 10:09:17
559,121.0,2.0,2006-02-15 10:09:17
560,122.0,1.0,2006-02-15 10:09:17
561,122.0,1.0,2006-02-15 10:09:17
562,122.0,1.0,2006-02-15 10:09:17
563,122.0,1.0,2006-02-15 10:09:17
564,122.0,2.0,2006-02-15 10:09:17
565,122.0,2.0,2006-02-15 10:09:17
566,122.0,2.0,2006-02-15 10:09:17
567,123.0,1.0,2006-02-15 10:09:17
568,123.0,1.0,2006-02-15 10:09:17
569,123.0,2.0,2006-02-15 10:09:17
570,123.0,2.0,2006-02-15 10:09:17
571,123.0,2.0,2006-02-15 10:09:17
572,124.0,2.0,2006-02-15 10:09:17
573,124.0,2.0,2006-02-15 10:09:17
574,124.0,2.0,2006-02-15 10:09:17
575,125.0,2.0,2006-02-15 10:09:17
576,125.0,2.0,2006-02-15 10:09:17
577,126.0,2.0,2006-02-15 10:09:17
578,126.0,2.0,2006-02-15 10:09:17
579,126.0,2.0,2006-02-15 10:09:17
580,127.0,1.0,2006-02-15 10:09:17
581,127.0,1.0,2006-02-15 10:09:17
582,127.0,1.0,2006-02-15 10:09:17
583,127.0,1.0,2006-02-15 10:09:17
584,127.0,2.0,2006-02-15 10:09:17
585,127.0,2.0,2006-02-15 10:09:17
586,127.0,2.0,2006-02-15 10:09:17
587,127.0,2.0,2006-02-15 10:09:17
588,129.0,1.0,2006-02-15 10:09:17
589,129.0,1.0,2006-02-15 10:09:17
590,129.0,1.0,2006-02-15 10:09:17
591,129.0,2.0,2006-02-15 10:09:17
592,129.0,2.0,2006-02-15 10:09:17
593,129.0,2.0,2006-02-15 10:09:17
594,130.0,1.0,2006-02-15 10:09:17
595,130.0,1.0,2006-02-15 10:09:17
596,130.0,2.0,2006-02-15 10:09:17
597,130.0,2.0,2006-02-15 10:09:17
598,130.0,2.0,2006-02-15 10:09:17
599,130.0,2.0,2006-02-15 10:09:17
600,131.0,1.0,2006-02-15 10:09:17
601,131.0,1.0,2006-02-15 10:09:17
602,131.0,1.0,2006-02-15 10:09:17
603,131.0,1.0,2006-02-15 10:09:17
604,131.0,2.0,2006-02-15 10:09:17
605,131.0,2.0,2006-02-15 10:09:17
606,132.0,1.0,2006-02-15 10:09:17
607,132.0,1.0,2006-02-15 10:09:17
