city_id,city,country_id,last_update
62,Bayugan,75.0,2006-02-15 09:45:25
63,Bchar,2.0,2006-02-15 09:45:25
64,Beira,63.0,2006-02-15 09:45:25
65,Bellevue,103.0,2006-02-15 09:45:25
66,Belm,15.0,2006-02-15 09:45:25
67,Benguela,4.0,2006-02-15 09:45:25
68,Beni-Mellal,62.0,2006-02-15 09:45:25
69,Benin City,69.0,2006-02-15 09:45:25
70,Bergamo,49.0,2006-02-15 09:45:25
71,Berhampore (Baharampur),44.0,2006-02-15 09:45:25
72,Bern,91.0,2006-02-15 09:45:25
73,Bhavnagar,44.0,2006-02-15 09:45:25
74,Bhilwara,44.0,2006-02-15 09:45:25
75,Bhimavaram,44.0,2006-02-15 09:45:25
76,Bhopal,44.0,2006-02-15 09:45:25
77,Bhusawal,44.0,2006-02-15 09:45:25
78,Bijapur,44.0,2006-02-15 09:45:25
79,Bilbays,29.0,2006-02-15 09:45:25
80,Binzhou,23.0,2006-02-15 09:45:25
81,Birgunj,66.0,2006-02-15 09:45:25
82,Bislig,75.0,2006-02-15 09:45:25
83,Blumenau,15.0,2006-02-15 09:45:25
84,Boa Vista,15.0,2006-02-15 09:45:25
85,Boksburg,85.0,2006-02-15 09:45:25
86,Botosani,78.0,2006-02-15 09:45:25
87,Botshabelo,85.0,2006-02-15 09:45:25
88,Bradford,102.0,2006-02-15 09:45:25
89,Braslia,15.0,2006-02-15 09:45:25
90,Bratislava,84.0,2006-02-15 09:45:25
91,Brescia,49.0,2006-02-15 09:45:25
92,Brest,34.0,2006-02-15 09:45:25
93,Brindisi,49.0,2006-02-15 09:45:25
94,Brockton,103.0,2006-02-15 09:45:25
95,Bucuresti,78.0,2006-02-15 09:45:25
96,Buenaventura,24.0,2006-02-15 09:45:25
97,Bydgoszcz,76.0,2006-02-15 09:45:25
98,Cabuyao,75.0,2006-02-15 09:45:25
99,Callao,74.0,2006-02-15 09:45:25
100,Cam Ranh,105.0,2006-02-15 09:45:25
101,Cape Coral,103.0,2006-02-15 09:45:25
102,Caracas,104.0,2006-02-15 09:45:25
103,Carmen,60.0,2006-02-15 09:45:25
104,Cavite,75.0,2006-02-15 09:45:25
105,Cayenne,35.0,2006-02-15 09:45:25
106,Celaya,60.0,2006-02-15 09:45:25
107,Chandrapur,44.0,2006-02-15 09:45:25
108,Changhwa,92.0,2006-02-15 09:45:25
109,Changzhou,23.0,2006-02-15 09:45:25
110,Chapra,44.0,2006-02-15 09:45:25
111,Charlotte Amalie,106.0,2006-02-15 09:45:25
112,Chatsworth,85.0,2006-02-15 09:45:25
113,Cheju,86.0,2006-02-15 09:45:25
114,Chiayi,92.0,2006-02-15 09:45:25
115,Chisinau,61.0,2006-02-15 09:45:25
116,Chungho,92.0,2006-02-15 09:45:25
117,Cianjur,45.0,2006-02-15 09:45:25
118,Ciomas,45.0,2006-02-15 09:45:25
119,Ciparay,45.0,2006-02-15 09:45:25
120,Citrus Heights,103.0,2006-02-15 09:45:25
121,Citt del Vaticano,41.0,2006-02-15 09:45:25
122,Ciudad del Este,73.0,2006-02-15 09:45:25
123,Clarksville,103.0,2006-02-15 09:45:25
124,Coacalco de Berriozbal,60.0,2006-02-15 09:45:25
125,Coatzacoalcos,60.0,2006-02-15 09:45:25
126,Compton,103.0,2006-02-15 09:45:25
127,Coquimbo,22.0,2006-02-15 09:45:25
128,Crdoba,6.0,2006-02-15 09:45:25
129,Cuauhtmoc,60.0,2006-02-15 09:45:25
130,Cuautla,60.0,2006-02-15 09:45:25
131,Cuernavaca,60.0,2006-02-15 09:45:25
132,Cuman,104.0,2006-02-15 09:45:25
133,Czestochowa,76.0,2006-02-15 09:45:25
134,Dadu,72.0,2006-02-15 09:45:25
135,Dallas,103.0,2006-02-15 09:45:25
136,Datong,23.0,2006-02-15 09:45:25
137,Daugavpils,54.0,2006-02-15 09:45:25
138,Davao,75.0,2006-02-15 09:45:25
139,Daxian,23.0,2006-02-15 09:45:25
140,Dayton,103.0,2006-02-15 09:45:25
141,Deba Habe,69.0,2006-02-15 09:45:25
142,Denizli,97.0,2006-02-15 09:45:25
143,Dhaka,12.0,2006-02-15 09:45:25
144,Dhule (Dhulia),44.0,2006-02-15 09:45:25
145,Dongying,23.0,2006-02-15 09:45:25
146,Donostia-San Sebastin,87.0,2006-02-15 09:45:25
147,Dos Quebradas,24.0,2006-02-15 09:45:25
148,Duisburg,38.0,2006-02-15 09:45:25
149,Dundee,102.0,2006-02-15 09:45:25
150,Dzerzinsk,80.0,2006-02-15 09:45:25
151,Ede,67.0,2006-02-15 09:45:25
152,Effon-Alaiye,69.0,2006-02-15 09:45:25
153,El Alto,14.0,2006-02-15 09:45:25
154,El Fuerte,60.0,2006-02-15 09:45:25
155,El Monte,103.0,2006-02-15 09:45:25
156,Elista,80.0,2006-02-15 09:45:25
157,Emeishan,23.0,2006-02-15 09:45:25
158,Emmen,67.0,2006-02-15 09:45:25
159,Enshi,23.0,2006-02-15 09:45:25
160,Erlangen,38.0,2006-02-15 09:45:25
161,Escobar,6.0,2006-02-15 09:45:25
162,Esfahan,46.0,2006-02-15 09:45:25
163,Eskisehir,97.0,2006-02-15 09:45:25
164,Etawah,44.0,2006-02-15 09:45:25
165,Ezeiza,6.0,2006-02-15 09:45:25
166,Ezhou,23.0,2006-02-15 09:45:25
167,Faaa,36.0,2006-02-15 09:45:25
168,Fengshan,92.0,2006-02-15 09:45:25
169,Firozabad,44.0,2006-02-15 09:45:25
170,Florencia,24.0,2006-02-15 09:45:25
171,Fontana,103.0,2006-02-15 09:45:25
172,Fukuyama,50.0,2006-02-15 09:45:25
173,Funafuti,99.0,2006-02-15 09:45:25
174,Fuyu,23.0,2006-02-15 09:45:25
175,Fuzhou,23.0,2006-02-15 09:45:25
176,Gandhinagar,44.0,2006-02-15 09:45:25
177,Garden Grove,103.0,2006-02-15 09:45:25
178,Garland,103.0,2006-02-15 09:45:25
179,Gatineau,20.0,2006-02-15 09:45:25
180,Gaziantep,97.0,2006-02-15 09:45:25
181,Gijn,87.0,2006-02-15 09:45:25
182,Gingoog,75.0,2006-02-15 09:45:25
183,Goinia,15.0,2006-02-15 09:45:25
184,Gorontalo,45.0,2006-02-15 09:45:25
185,Grand Prairie,103.0,2006-02-15 09:45:25
186,Graz,9.0,2006-02-15 09:45:25
187,Greensboro,103.0,2006-02-15 09:45:25
188,Guadalajara,60.0,2006-02-15 09:45:25
189,Guaruj,15.0,2006-02-15 09:45:25
190,guas Lindas de Gois,15.0,2006-02-15 09:45:25
191,Gulbarga,44.0,2006-02-15 09:45:25
192,Hagonoy,75.0,2006-02-15 09:45:25
193,Haining,23.0,2006-02-15 09:45:25
194,Haiphong,105.0,2006-02-15 09:45:25
195,Haldia,44.0,2006-02-15 09:45:25
196,Halifax,20.0,2006-02-15 09:45:25
197,Halisahar,44.0,2006-02-15 09:45:25
198,Halle/Saale,38.0,2006-02-15 09:45:25
199,Hami,23.0,2006-02-15 09:45:25
200,Hamilton,68.0,2006-02-15 09:45:25
201,Hanoi,105.0,2006-02-15 09:45:25
202,Hidalgo,60.0,2006-02-15 09:45:25
203,Higashiosaka,50.0,2006-02-15 09:45:25
204,Hino,50.0,2006-02-15 09:45:25
205,Hiroshima,50.0,2006-02-15 09:45:25
206,Hodeida,107.0,2006-02-15 09:45:25
207,Hohhot,23.0,2006-02-15 09:45:25
208,Hoshiarpur,44.0,2006-02-15 09:45:25
209,Hsichuh,92.0,2006-02-15 09:45:25
210,Huaian,23.0,2006-02-15 09:45:25
211,Hubli-Dharwad,44.0,2006-02-15 09:45:25
212,Huejutla de Reyes,60.0,2006-02-15 09:45:25
213,Huixquilucan,60.0,2006-02-15 09:45:25
214,Hunuco,74.0,2006-02-15 09:45:25
215,Ibirit,15.0,2006-02-15 09:45:25
216,Idfu,29.0,2006-02-15 09:45:25
217,Ife,69.0,2006-02-15 09:45:25
218,Ikerre,69.0,2006-02-15 09:45:25
219,Iligan,75.0,2006-02-15 09:45:25
220,Ilorin,69.0,2006-02-15 09:45:25
221,Imus,75.0,2006-02-15 09:45:25
222,Inegl,97.0,2006-02-15 09:45:25
223,Ipoh,59.0,2006-02-15 09:45:25
224,Isesaki,50.0,2006-02-15 09:45:25
225,Ivanovo,80.0,2006-02-15 09:45:25
226,Iwaki,50.0,2006-02-15 09:45:25
227,Iwakuni,50.0,2006-02-15 09:45:25
228,Iwatsuki,50.0,2006-02-15 09:45:25
229,Izumisano,50.0,2006-02-15 09:45:25
230,Jaffna,88.0,2006-02-15 09:45:25
231,Jaipur,44.0,2006-02-15 09:45:25
232,Jakarta,45.0,2006-02-15 09:45:25
233,Jalib al-Shuyukh,53.0,2006-02-15 09:45:25
234,Jamalpur,12.0,2006-02-15 09:45:25
235,Jaroslavl,80.0,2006-02-15 09:45:25
236,Jastrzebie-Zdrj,76.0,2006-02-15 09:45:25
237,Jedda,82.0,2006-02-15 09:45:25
238,Jelets,80.0,2006-02-15 09:45:25
239,Jhansi,44.0,2006-02-15 09:45:25
240,Jinchang,23.0,2006-02-15 09:45:25
241,Jining,23.0,2006-02-15 09:45:25
242,Jinzhou,23.0,2006-02-15 09:45:25
243,Jodhpur,44.0,2006-02-15 09:45:25
244,Johannesburg,85.0,2006-02-15 09:45:25
245,Joliet,103.0,2006-02-15 09:45:25
246,Jos Azueta,60.0,2006-02-15 09:45:25
247,Juazeiro do Norte,15.0,2006-02-15 09:45:25
248,Juiz de Fora,15.0,2006-02-15 09:45:25
249,Junan,23.0,2006-02-15 09:45:25
250,Jurez,60.0,2006-02-15 09:45:25
251,Kabul,1.0,2006-02-15 09:45:25
252,Kaduna,69.0,2006-02-15 09:45:25
253,Kakamigahara,50.0,2006-02-15 09:45:25
254,Kaliningrad,80.0,2006-02-15 09:45:25
255,Kalisz,76.0,2006-02-15 09:45:25
256,Kamakura,50.0,2006-02-15 09:45:25
257,Kamarhati,44.0,2006-02-15 09:45:25
258,Kamjanets-Podilskyi,100.0,2006-02-15 09:45:25
259,Kamyin,80.0,2006-02-15 09:45:25
260,Kanazawa,50.0,2006-02-15 09:45:25
261,Kanchrapara,44.0,2006-02-15 09:45:25
262,Kansas City,103.0,2006-02-15 09:45:25
263,Karnal,44.0,2006-02-15 09:45:25
264,Katihar,44.0,2006-02-15 09:45:25
265,Kermanshah,46.0,2006-02-15 09:45:25
266,Kilis,97.0,2006-02-15 09:45:25
267,Kimberley,85.0,2006-02-15 09:45:25
268,Kimchon,86.0,2006-02-15 09:45:25
269,Kingstown,81.0,2006-02-15 09:45:25
270,Kirovo-Tepetsk,80.0,2006-02-15 09:45:25
271,Kisumu,52.0,2006-02-15 09:45:25
272,Kitwe,109.0,2006-02-15 09:45:25
273,Klerksdorp,85.0,2006-02-15 09:45:25
274,Kolpino,80.0,2006-02-15 09:45:25
275,Konotop,100.0,2006-02-15 09:45:25
276,Koriyama,50.0,2006-02-15 09:45:25
277,Korla,23.0,2006-02-15 09:45:25
278,Korolev,80.0,2006-02-15 09:45:25
279,Kowloon and New Kowloon,42.0,2006-02-15 09:45:25
280,Kragujevac,108.0,2006-02-15 09:45:25
281,Ktahya,97.0,2006-02-15 09:45:25
282,Kuching,59.0,2006-02-15 09:45:25
283,Kumbakonam,44.0,2006-02-15 09:45:25
284,Kurashiki,50.0,2006-02-15 09:45:25
285,Kurgan,80.0,2006-02-15 09:45:25
286,Kursk,80.0,2006-02-15 09:45:25
287,Kuwana,50.0,2006-02-15 09:45:25
288,La Paz,60.0,2006-02-15 09:45:25
289,La Plata,6.0,2006-02-15 09:45:25
290,La Romana,27.0,2006-02-15 09:45:25
291,Laiwu,23.0,2006-02-15 09:45:25
292,Lancaster,103.0,2006-02-15 09:45:25
293,Laohekou,23.0,2006-02-15 09:45:25
294,Lapu-Lapu,75.0,2006-02-15 09:45:25
295,Laredo,103.0,2006-02-15 09:45:25
296,Lausanne,91.0,2006-02-15 09:45:25
297,Le Mans,34.0,2006-02-15 09:45:25
298,Lengshuijiang,23.0,2006-02-15 09:45:25
299,Leshan,23.0,2006-02-15 09:45:25
300,Lethbridge,20.0,2006-02-15 09:45:25
301,Lhokseumawe,45.0,2006-02-15 09:45:25
302,Liaocheng,23.0,2006-02-15 09:45:25
303,Liepaja,54.0,2006-02-15 09:45:25
304,Lilongwe,58.0,2006-02-15 09:45:25
305,Lima,74.0,2006-02-15 09:45:25
306,Lincoln,103.0,2006-02-15 09:45:25
307,Linz,9.0,2006-02-15 09:45:25
308,Lipetsk,80.0,2006-02-15 09:45:25
309,Livorno,49.0,2006-02-15 09:45:25
310,Ljubertsy,80.0,2006-02-15 09:45:25
311,Loja,28.0,2006-02-15 09:45:25
312,London,102.0,2006-02-15 09:45:25
313,London,20.0,2006-02-15 09:45:25
314,Lublin,76.0,2006-02-15 09:45:25
315,Lubumbashi,25.0,2006-02-15 09:45:25
316,Lungtan,92.0,2006-02-15 09:45:25
317,Luzinia,15.0,2006-02-15 09:45:25
318,Madiun,45.0,2006-02-15 09:45:25
319,Mahajanga,57.0,2006-02-15 09:45:25
320,Maikop,80.0,2006-02-15 09:45:25
321,Malm,90.0,2006-02-15 09:45:25
322,Manchester,103.0,2006-02-15 09:45:25
323,Mandaluyong,75.0,2006-02-15 09:45:25
324,Mandi Bahauddin,72.0,2006-02-15 09:45:25
325,Mannheim,38.0,2006-02-15 09:45:25
326,Maracabo,104.0,2006-02-15 09:45:25
327,Mardan,72.0,2006-02-15 09:45:25
328,Maring,15.0,2006-02-15 09:45:25
329,Masqat,71.0,2006-02-15 09:45:25
330,Matamoros,60.0,2006-02-15 09:45:25
331,Matsue,50.0,2006-02-15 09:45:25
332,Meixian,23.0,2006-02-15 09:45:25
333,Memphis,103.0,2006-02-15 09:45:25
334,Merlo,6.0,2006-02-15 09:45:25
335,Mexicali,60.0,2006-02-15 09:45:25
336,Miraj,44.0,2006-02-15 09:45:25
337,Mit Ghamr,29.0,2006-02-15 09:45:25
338,Miyakonojo,50.0,2006-02-15 09:45:25
339,Mogiljov,13.0,2006-02-15 09:45:25
340,Molodetno,13.0,2006-02-15 09:45:25
341,Monclova,60.0,2006-02-15 09:45:25
342,Monywa,64.0,2006-02-15 09:45:25
343,Moscow,80.0,2006-02-15 09:45:25
344,Mosul,47.0,2006-02-15 09:45:25
345,Mukateve,100.0,2006-02-15 09:45:25
346,Munger (Monghyr),44.0,2006-02-15 09:45:25
347,Mwanza,93.0,2006-02-15 09:45:25
348,Mwene-Ditu,25.0,2006-02-15 09:45:25
349,Myingyan,64.0,2006-02-15 09:45:25
350,Mysore,44.0,2006-02-15 09:45:25
351,Naala-Porto,63.0,2006-02-15 09:45:25
352,Nabereznyje Telny,80.0,2006-02-15 09:45:25
353,Nador,62.0,2006-02-15 09:45:25
354,Nagaon,44.0,2006-02-15 09:45:25
355,Nagareyama,50.0,2006-02-15 09:45:25
356,Najafabad,46.0,2006-02-15 09:45:25
357,Naju,86.0,2006-02-15 09:45:25
358,Nakhon Sawan,94.0,2006-02-15 09:45:25
359,Nam Dinh,105.0,2006-02-15 09:45:25
360,Namibe,4.0,2006-02-15 09:45:25
361,Nantou,92.0,2006-02-15 09:45:25
362,Nanyang,23.0,2006-02-15 09:45:25
363,NDjamna,21.0,2006-02-15 09:45:25
364,Newcastle,85.0,2006-02-15 09:45:25
365,Nezahualcyotl,60.0,2006-02-15 09:45:25
366,Nha Trang,105.0,2006-02-15 09:45:25
367,Niznekamsk,80.0,2006-02-15 09:45:25
368,Novi Sad,108.0,2006-02-15 09:45:25
369,Novoterkassk,80.0,2006-02-15 09:45:25
370,Nukualofa,95.0,2006-02-15 09:45:25
371,Nuuk,40.0,2006-02-15 09:45:25
372,Nyeri,52.0,2006-02-15 09:45:25
373,Ocumare del Tuy,104.0,2006-02-15 09:45:25
374,Ogbomosho,69.0,2006-02-15 09:45:25
375,Okara,72.0,2006-02-15 09:45:25
376,Okayama,50.0,2006-02-15 09:45:25
377,Okinawa,50.0,2006-02-15 09:45:25
378,Olomouc,26.0,2006-02-15 09:45:25
379,Omdurman,89.0,2006-02-15 09:45:25
380,Omiya,50.0,2006-02-15 09:45:25
381,Ondo,69.0,2006-02-15 09:45:25
382,Onomichi,50.0,2006-02-15 09:45:25
383,Oshawa,20.0,2006-02-15 09:45:25
384,Osmaniye,97.0,2006-02-15 09:45:25
385,ostka,100.0,2006-02-15 09:45:25
386,Otsu,50.0,2006-02-15 09:45:25
387,Oulu,33.0,2006-02-15 09:45:25
388,Ourense (Orense),87.0,2006-02-15 09:45:25
389,Owo,69.0,2006-02-15 09:45:25
390,Oyo,69.0,2006-02-15 09:45:25
391,Ozamis,75.0,2006-02-15 09:45:25
392,Paarl,85.0,2006-02-15 09:45:25
393,Pachuca de Soto,60.0,2006-02-15 09:45:25
394,Pak Kret,94.0,2006-02-15 09:45:25
395,Palghat (Palakkad),44.0,2006-02-15 09:45:25
396,Pangkal Pinang,45.0,2006-02-15 09:45:25
397,Papeete,36.0,2006-02-15 09:45:25
398,Parbhani,44.0,2006-02-15 09:45:25
399,Pathankot,44.0,2006-02-15 09:45:25
400,Patiala,44.0,2006-02-15 09:45:25
401,Patras,39.0,2006-02-15 09:45:25
402,Pavlodar,51.0,2006-02-15 09:45:25
403,Pemalang,45.0,2006-02-15 09:45:25
404,Peoria,103.0,2006-02-15 09:45:25
405,Pereira,24.0,2006-02-15 09:45:25
406,Phnom Penh,18.0,2006-02-15 09:45:25
407,Pingxiang,23.0,2006-02-15 09:45:25
408,Pjatigorsk,80.0,2006-02-15 09:45:25
409,Plock,76.0,2006-02-15 09:45:25
410,Po,15.0,2006-02-15 09:45:25
411,Ponce,77.0,2006-02-15 09:45:25
412,Pontianak,45.0,2006-02-15 09:45:25
413,Poos de Caldas,15.0,2006-02-15 09:45:25
414,Portoviejo,28.0,2006-02-15 09:45:25
415,Probolinggo,45.0,2006-02-15 09:45:25
416,Pudukkottai,44.0,2006-02-15 09:45:25
417,Pune,44.0,2006-02-15 09:45:25
418,Purnea (Purnia),44.0,2006-02-15 09:45:25
419,Purwakarta,45.0,2006-02-15 09:45:25
420,Pyongyang,70.0,2006-02-15 09:45:25
421,Qalyub,29.0,2006-02-15 09:45:25
422,Qinhuangdao,23.0,2006-02-15 09:45:25
423,Qomsheh,46.0,2006-02-15 09:45:25
424,Quilmes,6.0,2006-02-15 09:45:25
425,Rae Bareli,44.0,2006-02-15 09:45:25
426,Rajkot,44.0,2006-02-15 09:45:25
427,Rampur,44.0,2006-02-15 09:45:25
428,Rancagua,22.0,2006-02-15 09:45:25
429,Ranchi,44.0,2006-02-15 09:45:25
430,Richmond Hill,20.0,2006-02-15 09:45:25
431,Rio Claro,15.0,2006-02-15 09:45:25
432,Rizhao,23.0,2006-02-15 09:45:25
433,Roanoke,103.0,2006-02-15 09:45:25
434,Robamba,28.0,2006-02-15 09:45:25
435,Rockford,103.0,2006-02-15 09:45:25
436,Ruse,17.0,2006-02-15 09:45:25
437,Rustenburg,85.0,2006-02-15 09:45:25
438,s-Hertogenbosch,67.0,2006-02-15 09:45:25
439,Saarbrcken,38.0,2006-02-15 09:45:25
440,Sagamihara,50.0,2006-02-15 09:45:25
441,Saint Louis,103.0,2006-02-15 09:45:25
442,Saint-Denis,79.0,2006-02-15 09:45:25
443,Sal,62.0,2006-02-15 09:45:25
444,Salala,71.0,2006-02-15 09:45:25
445,Salamanca,60.0,2006-02-15 09:45:25
446,Salinas,103.0,2006-02-15 09:45:25
447,Salzburg,9.0,2006-02-15 09:45:25
448,Sambhal,44.0,2006-02-15 09:45:25
449,San Bernardino,103.0,2006-02-15 09:45:25
450,San Felipe de Puerto Plata,27.0,2006-02-15 09:45:25
451,San Felipe del Progreso,60.0,2006-02-15 09:45:25
452,San Juan Bautista Tuxtepec,60.0,2006-02-15 09:45:25
453,San Lorenzo,73.0,2006-02-15 09:45:25
454,San Miguel de Tucumn,6.0,2006-02-15 09:45:25
455,Sanaa,107.0,2006-02-15 09:45:25
456,Santa Brbara dOeste,15.0,2006-02-15 09:45:25
457,Santa F,6.0,2006-02-15 09:45:25
458,Santa Rosa,75.0,2006-02-15 09:45:25
459,Santiago de Compostela,87.0,2006-02-15 09:45:25
460,Santiago de los Caballeros,27.0,2006-02-15 09:45:25
461,Santo Andr,15.0,2006-02-15 09:45:25
462,Sanya,23.0,2006-02-15 09:45:25
463,Sasebo,50.0,2006-02-15 09:45:25
464,Satna,44.0,2006-02-15 09:45:25
465,Sawhaj,29.0,2006-02-15 09:45:25
466,Serpuhov,80.0,2006-02-15 09:45:25
467,Shahr-e Kord,46.0,2006-02-15 09:45:25
468,Shanwei,23.0,2006-02-15 09:45:25
469,Shaoguan,23.0,2006-02-15 09:45:25
470,Sharja,101.0,2006-02-15 09:45:25
471,Shenzhen,23.0,2006-02-15 09:45:25
472,Shikarpur,72.0,2006-02-15 09:45:25
473,Shimoga,44.0,2006-02-15 09:45:25
474,Shimonoseki,50.0,2006-02-15 09:45:25
475,Shivapuri,44.0,2006-02-15 09:45:25
476,Shubra al-Khayma,29.0,2006-02-15 09:45:25
477,Siegen,38.0,2006-02-15 09:45:25
478,Siliguri (Shiliguri),44.0,2006-02-15 09:45:25
479,Simferopol,100.0,2006-02-15 09:45:25
480,Sincelejo,24.0,2006-02-15 09:45:25
481,Sirjan,46.0,2006-02-15 09:45:25
482,Sivas,97.0,2006-02-15 09:45:25
483,Skikda,2.0,2006-02-15 09:45:25
484,Smolensk,80.0,2006-02-15 09:45:25
485,So Bernardo do Campo,15.0,2006-02-15 09:45:25
486,So Leopoldo,15.0,2006-02-15 09:45:25
487,Sogamoso,24.0,2006-02-15 09:45:25
488,Sokoto,69.0,2006-02-15 09:45:25
489,Songkhla,94.0,2006-02-15 09:45:25
490,Sorocaba,15.0,2006-02-15 09:45:25
491,Soshanguve,85.0,2006-02-15 09:45:25
492,Sousse,96.0,2006-02-15 09:45:25
493,South Hill,5.0,2006-02-15 09:45:25
494,Southampton,102.0,2006-02-15 09:45:25
495,Southend-on-Sea,102.0,2006-02-15 09:45:25
496,Southport,102.0,2006-02-15 09:45:25
497,Springs,85.0,2006-02-15 09:45:25
498,Stara Zagora,17.0,2006-02-15 09:45:25
499,Sterling Heights,103.0,2006-02-15 09:45:25
500,Stockport,102.0,2006-02-15 09:45:25
501,Sucre,14.0,2006-02-15 09:45:25
502,Suihua,23.0,2006-02-15 09:45:25
503,Sullana,74.0,2006-02-15 09:45:25
504,Sultanbeyli,97.0,2006-02-15 09:45:25
505,Sumqayit,10.0,2006-02-15 09:45:25
506,Sumy,100.0,2006-02-15 09:45:25
507,Sungai Petani,59.0,2006-02-15 09:45:25
508,Sunnyvale,103.0,2006-02-15 09:45:25
509,Surakarta,45.0,2006-02-15 09:45:25
510,Syktyvkar,80.0,2006-02-15 09:45:25
511,Syrakusa,49.0,2006-02-15 09:45:25
512,Szkesfehrvr,43.0,2006-02-15 09:45:25
513,Tabora,93.0,2006-02-15 09:45:25
514,Tabriz,46.0,2006-02-15 09:45:25
515,Tabuk,82.0,2006-02-15 09:45:25
516,Tafuna,3.0,2006-02-15 09:45:25
517,Taguig,75.0,2006-02-15 09:45:25
518,Taizz,107.0,2006-02-15 09:45:25
519,Talavera,75.0,2006-02-15 09:45:25
520,Tallahassee,103.0,2006-02-15 09:45:25
521,Tama,50.0,2006-02-15 09:45:25
522,Tambaram,44.0,2006-02-15 09:45:25
523,Tanauan,75.0,2006-02-15 09:45:25
524,Tandil,6.0,2006-02-15 09:45:25
525,Tangail,12.0,2006-02-15 09:45:25
526,Tanshui,92.0,2006-02-15 09:45:25
527,Tanza,75.0,2006-02-15 09:45:25
528,Tarlac,75.0,2006-02-15 09:45:25
529,Tarsus,97.0,2006-02-15 09:45:25
530,Tartu,30.0,2006-02-15 09:45:25
531,Teboksary,80.0,2006-02-15 09:45:25
532,Tegal,45.0,2006-02-15 09:45:25
533,Tel Aviv-Jaffa,48.0,2006-02-15 09:45:25
534,Tete,63.0,2006-02-15 09:45:25
535,Tianjin,23.0,2006-02-15 09:45:25
536,Tiefa,23.0,2006-02-15 09:45:25
537,Tieli,23.0,2006-02-15 09:45:25
538,Tokat,97.0,2006-02-15 09:45:25
539,Tonghae,86.0,2006-02-15 09:45:25
540,Tongliao,23.0,2006-02-15 09:45:25
541,Torren,60.0,2006-02-15 09:45:25
542,Touliu,92.0,2006-02-15 09:45:25
543,Toulon,34.0,2006-02-15 09:45:25
544,Toulouse,34.0,2006-02-15 09:45:25
545,Trshavn,32.0,2006-02-15 09:45:25
546,Tsaotun,92.0,2006-02-15 09:45:25
547,Tsuyama,50.0,2006-02-15 09:45:25
548,Tuguegarao,75.0,2006-02-15 09:45:25
