payment_id,customer_id,staff_id,rental_id,amount,payment_date
17646,378.0,2.0,2134.0,7.99,2007-02-17 19:42:10.996577
17647,378.0,2.0,2713.0,4.99,2007-02-19 12:51:35.996577
17648,379.0,1.0,1383.0,8.99,2007-02-15 13:48:32.996577
17649,379.0,1.0,2313.0,5.99,2007-02-18 07:25:11.996577
17650,379.0,1.0,2926.0,2.99,2007-02-20 03:06:11.996577
17651,380.0,1.0,1868.0,3.99,2007-02-17 00:31:48.996577
17652,380.0,1.0,1984.0,2.99,2007-02-17 08:53:54.996577
17653,380.0,1.0,2018.0,3.99,2007-02-17 11:04:24.996577
17654,380.0,1.0,2440.0,2.99,2007-02-18 17:09:35.996577
17655,380.0,1.0,2464.0,4.99,2007-02-18 18:34:31.996577
17656,380.0,2.0,2998.0,1.99,2007-02-20 07:58:48.996577
17657,380.0,2.0,3099.0,1.99,2007-02-20 15:12:59.996577
17658,380.0,1.0,3260.0,4.99,2007-02-21 02:27:39.996577
17659,381.0,1.0,1402.0,3.99,2007-02-15 14:59:34.996577
17660,381.0,1.0,1878.0,1.99,2007-02-17 01:23:58.996577
17661,381.0,2.0,2410.0,2.99,2007-02-18 15:23:34.996577
17662,381.0,1.0,2418.0,4.99,2007-02-18 15:43:08.996577
17663,381.0,2.0,3425.0,2.99,2007-02-21 16:35:33.996577
17664,382.0,1.0,2389.0,0.99,2007-02-18 13:56:13.996577
17665,382.0,1.0,2468.0,4.99,2007-02-18 18:52:18.996577
17666,382.0,1.0,2489.0,1.99,2007-02-18 20:29:10.996577
17667,382.0,1.0,2514.0,2.99,2007-02-18 22:25:10.996577
17668,382.0,2.0,3125.0,4.99,2007-02-20 17:00:24.996577
17669,383.0,1.0,1831.0,7.99,2007-02-16 20:50:43.996577
17670,383.0,2.0,2228.0,2.99,2007-02-18 02:13:16.996577
17671,383.0,1.0,2252.0,2.99,2007-02-18 03:33:44.996577
17672,383.0,2.0,2318.0,2.99,2007-02-18 07:42:20.996577
17673,383.0,1.0,2609.0,7.99,2007-02-19 05:41:38.996577
17674,383.0,1.0,3091.0,2.99,2007-02-20 14:31:25.996577
17675,384.0,1.0,1961.0,0.99,2007-02-17 07:31:24.996577
17676,384.0,2.0,2020.0,0.99,2007-02-17 11:08:16.996577
17677,384.0,1.0,2378.0,7.99,2007-02-18 13:26:15.996577
17678,384.0,2.0,2510.0,5.99,2007-02-18 22:12:47.996577
17679,384.0,2.0,2935.0,3.99,2007-02-20 03:35:50.996577
17680,384.0,1.0,3088.0,9.99,2007-02-20 14:24:31.996577
17681,384.0,2.0,3101.0,4.99,2007-02-20 15:17:24.996577
17682,385.0,1.0,1746.0,2.99,2007-02-16 15:09:45.996577
17683,385.0,1.0,1937.0,0.99,2007-02-17 05:45:12.996577
17684,385.0,1.0,3105.0,0.99,2007-02-20 15:40:12.996577
17685,386.0,2.0,1585.0,3.99,2007-02-16 03:19:39.996577
17686,386.0,1.0,1608.0,2.99,2007-02-16 04:57:23.996577
17687,386.0,2.0,1819.0,5.99,2007-02-16 20:01:16.996577
17688,386.0,1.0,2732.0,0.99,2007-02-19 13:48:05.996577
17689,386.0,1.0,3351.0,2.99,2007-02-21 09:50:05.996577
17690,387.0,1.0,1464.0,0.99,2007-02-15 19:06:40.996577
17691,387.0,2.0,1465.0,0.99,2007-02-15 19:11:34.996577
17692,387.0,1.0,2068.0,0.99,2007-02-17 14:40:12.996577
17693,387.0,2.0,2100.0,0.99,2007-02-17 17:21:47.996577
17694,387.0,2.0,2981.0,5.99,2007-02-20 07:03:43.996577
17695,387.0,2.0,3378.0,4.99,2007-02-21 12:19:54.996577
17696,388.0,2.0,1276.0,6.99,2007-02-15 06:28:39.996577
17697,388.0,1.0,2145.0,0.99,2007-02-17 20:39:02.996577
17698,388.0,1.0,2537.0,5.99,2007-02-19 00:20:47.996577
17699,388.0,1.0,2692.0,4.99,2007-02-19 11:36:45.996577
17700,388.0,2.0,3159.0,7.99,2007-02-20 19:40:16.996577
17701,389.0,1.0,1763.0,4.99,2007-02-16 16:19:27.996577
17702,389.0,1.0,1946.0,4.99,2007-02-17 06:27:05.996577
17703,389.0,1.0,2552.0,3.99,2007-02-19 01:29:55.996577
17704,390.0,2.0,1539.0,5.99,2007-02-15 23:39:51.996577
17705,390.0,2.0,1730.0,2.99,2007-02-16 13:58:27.996577
17706,390.0,2.0,1893.0,2.99,2007-02-17 02:47:03.996577
17707,390.0,1.0,2330.0,7.99,2007-02-18 09:09:45.996577
17708,390.0,1.0,3147.0,5.99,2007-02-20 18:53:43.996577
17709,391.0,2.0,1232.0,0.99,2007-02-15 02:46:36.996577
17710,391.0,2.0,1931.0,0.99,2007-02-17 05:20:22.996577
17711,391.0,1.0,2045.0,2.99,2007-02-17 13:06:37.996577
17712,391.0,1.0,2690.0,2.99,2007-02-19 11:28:28.996577
17713,391.0,2.0,3163.0,2.99,2007-02-20 19:50:39.996577
17714,392.0,2.0,1530.0,6.99,2007-02-15 23:06:33.996577
17715,392.0,2.0,1764.0,2.99,2007-02-16 16:20:20.996577
17716,392.0,2.0,2289.0,2.99,2007-02-18 05:58:09.996577
17717,392.0,2.0,2890.0,4.99,2007-02-20 00:29:11.996577
17718,393.0,1.0,1611.0,6.99,2007-02-16 05:10:01.996577
17719,393.0,2.0,1915.0,1.99,2007-02-17 03:56:54.996577
17720,393.0,2.0,2219.0,2.99,2007-02-18 01:45:20.996577
17721,393.0,1.0,2319.0,4.99,2007-02-18 07:52:48.996577
17722,393.0,2.0,3001.0,2.99,2007-02-20 08:18:42.996577
17723,394.0,2.0,1324.0,4.99,2007-02-15 09:31:11.996577
17724,395.0,1.0,1270.0,0.99,2007-02-15 05:58:48.996577
17725,395.0,1.0,1562.0,0.99,2007-02-16 01:14:53.996577
17726,395.0,2.0,1603.0,0.99,2007-02-16 04:42:29.996577
17727,395.0,1.0,3030.0,4.99,2007-02-20 10:20:25.996577
17728,395.0,1.0,3310.0,0.99,2007-02-21 06:33:17.996577
17729,395.0,1.0,3389.0,6.99,2007-02-21 13:06:21.996577
17730,396.0,2.0,1370.0,1.99,2007-02-15 12:59:31.996577
17731,396.0,2.0,1385.0,4.99,2007-02-15 13:56:49.996577
17732,396.0,2.0,1408.0,6.99,2007-02-15 15:26:24.996577
17733,397.0,1.0,1769.0,5.99,2007-02-16 16:36:14.996577
17734,397.0,2.0,3027.0,1.99,2007-02-20 10:18:56.996577
17735,398.0,2.0,1228.0,2.99,2007-02-15 02:19:02.996577
17736,398.0,1.0,2087.0,6.99,2007-02-17 16:03:36.996577
17737,398.0,2.0,3141.0,9.99,2007-02-20 18:24:13.996577
17738,399.0,2.0,2961.0,2.99,2007-02-20 05:57:41.996577
17739,399.0,1.0,3036.0,5.99,2007-02-20 10:46:57.996577
17740,400.0,2.0,1364.0,0.99,2007-02-15 12:33:58.996577
17741,400.0,1.0,1917.0,3.99,2007-02-17 04:04:33.996577
17742,400.0,2.0,1923.0,6.99,2007-02-17 04:34:36.996577
17743,402.0,2.0,1194.0,4.99,2007-02-14 23:53:34.996577
17744,402.0,2.0,2490.0,4.99,2007-02-18 20:29:16.996577
17745,402.0,2.0,2913.0,2.99,2007-02-20 02:10:53.996577
17746,403.0,2.0,1221.0,4.99,2007-02-15 02:03:42.996577
17747,403.0,1.0,1249.0,8.99,2007-02-15 04:06:35.996577
17748,403.0,2.0,2488.0,3.99,2007-02-18 20:06:52.996577
17749,403.0,1.0,2927.0,4.99,2007-02-20 03:10:07.996577
17750,403.0,2.0,3049.0,6.99,2007-02-20 11:19:27.996577
17751,403.0,1.0,3356.0,5.99,2007-02-21 10:07:11.996577
17752,404.0,2.0,1506.0,2.99,2007-02-15 20:48:03.996577
17753,404.0,2.0,1840.0,4.99,2007-02-16 22:08:00.996577
17754,404.0,1.0,2715.0,4.99,2007-02-19 12:58:01.996577
17755,404.0,1.0,2951.0,2.99,2007-02-20 04:51:27.996577
17756,405.0,2.0,1315.0,4.99,2007-02-15 08:51:34.996577
17757,405.0,1.0,1888.0,0.99,2007-02-17 02:27:02.996577
17758,405.0,2.0,1953.0,5.99,2007-02-17 07:03:23.996577
17759,405.0,2.0,2654.0,3.99,2007-02-19 09:06:20.996577
17760,405.0,1.0,3240.0,4.99,2007-02-21 01:21:43.996577
17761,405.0,1.0,3253.0,5.99,2007-02-21 01:54:03.996577
17762,406.0,1.0,2113.0,4.99,2007-02-17 18:26:12.996577
17763,406.0,2.0,2150.0,3.99,2007-02-17 21:19:02.996577
17764,406.0,1.0,2241.0,2.99,2007-02-18 03:00:07.996577
17765,406.0,2.0,2325.0,0.99,2007-02-18 08:36:33.996577
17766,406.0,2.0,2585.0,0.99,2007-02-19 03:33:29.996577
17767,406.0,1.0,3186.0,7.99,2007-02-20 21:32:46.996577
17768,406.0,1.0,3306.0,4.99,2007-02-21 06:15:24.996577
17769,407.0,1.0,1698.0,2.99,2007-02-16 11:33:08.996577
17770,407.0,2.0,2597.0,0.99,2007-02-19 04:22:12.996577
17771,408.0,2.0,2479.0,4.99,2007-02-18 19:31:34.996577
17772,408.0,1.0,2564.0,2.99,2007-02-19 02:09:36.996577
17773,408.0,2.0,2728.0,2.99,2007-02-19 13:32:30.996577
17774,409.0,2.0,1226.0,5.99,2007-02-15 02:14:36.996577
17775,409.0,2.0,2310.0,8.99,2007-02-18 07:14:25.996577
17776,410.0,1.0,1514.0,2.99,2007-02-15 21:26:00.996577
17777,410.0,1.0,2073.0,2.99,2007-02-17 15:02:25.996577
17778,410.0,1.0,2255.0,4.99,2007-02-18 03:49:38.996577
17779,410.0,2.0,2400.0,5.99,2007-02-18 14:39:12.996577
17780,410.0,2.0,2971.0,0.99,2007-02-20 06:24:26.996577
17781,410.0,1.0,3249.0,4.99,2007-02-21 01:41:45.996577
17782,411.0,1.0,1985.0,0.99,2007-02-17 09:00:03.996577
17783,411.0,2.0,1997.0,2.99,2007-02-17 09:48:09.996577
17784,411.0,2.0,2712.0,0.99,2007-02-19 12:48:39.996577
17785,412.0,1.0,3292.0,2.99,2007-02-21 05:27:37.996577
17786,413.0,2.0,2130.0,5.99,2007-02-17 19:29:10.996577
17787,413.0,2.0,2545.0,4.99,2007-02-19 00:52:02.996577
17788,414.0,1.0,2246.0,4.99,2007-02-18 03:22:55.996577
17789,414.0,1.0,2559.0,9.99,2007-02-19 01:38:12.996577
17790,414.0,1.0,3318.0,5.99,2007-02-21 06:51:31.996577
17791,415.0,2.0,1867.0,4.99,2007-02-17 00:30:03.996577
17792,415.0,1.0,3211.0,2.99,2007-02-20 23:29:55.996577
17793,416.0,2.0,1158.0,2.99,2007-02-14 21:21:59.996577
17794,416.0,1.0,1343.0,4.99,2007-02-15 10:55:45.996577
17795,416.0,2.0,1553.0,0.99,2007-02-16 00:31:10.996577
17796,416.0,2.0,1596.0,2.99,2007-02-16 03:59:24.996577
17797,416.0,2.0,1771.0,0.99,2007-02-16 16:40:43.996577
17798,417.0,1.0,1921.0,3.99,2007-02-17 04:32:42.996577
17799,418.0,1.0,2825.0,2.99,2007-02-19 19:00:45.996577
17800,418.0,2.0,2943.0,2.99,2007-02-20 04:11:31.996577
17801,418.0,2.0,2969.0,2.99,2007-02-20 06:12:53.996577
17802,419.0,2.0,2793.0,2.99,2007-02-19 17:21:03.996577
17803,420.0,2.0,2672.0,3.99,2007-02-19 10:10:30.996577
17804,420.0,1.0,2698.0,0.99,2007-02-19 11:57:37.996577
17805,420.0,1.0,2726.0,0.99,2007-02-19 13:30:46.996577
17806,421.0,1.0,1693.0,4.99,2007-02-16 11:08:17.996577
17807,421.0,2.0,2407.0,2.99,2007-02-18 15:19:07.996577
17808,421.0,1.0,3170.0,4.99,2007-02-20 20:31:20.996577
17809,422.0,1.0,1846.0,0.99,2007-02-16 22:31:10.996577
17810,422.0,1.0,1897.0,4.99,2007-02-17 02:54:49.996577
17811,422.0,2.0,2747.0,2.99,2007-02-19 14:50:33.996577
17812,422.0,1.0,2778.0,5.99,2007-02-19 16:46:38.996577
17813,423.0,1.0,1504.0,3.99,2007-02-15 20:36:32.996577
17814,423.0,2.0,1827.0,0.99,2007-02-16 20:23:06.996577
17815,423.0,1.0,2600.0,6.99,2007-02-19 04:35:51.996577
17816,423.0,2.0,2758.0,6.99,2007-02-19 15:33:01.996577
17817,423.0,1.0,3072.0,8.99,2007-02-20 12:49:57.996577
17818,424.0,2.0,3044.0,4.99,2007-02-20 11:07:15.996577
17819,424.0,1.0,3166.0,6.99,2007-02-20 20:00:58.996577
17820,424.0,2.0,3404.0,0.99,2007-02-21 14:26:18.996577
17821,425.0,1.0,3276.0,6.99,2007-02-21 04:04:18.996577
17822,426.0,1.0,1709.0,6.99,2007-02-16 12:38:41.996577
17823,426.0,1.0,1842.0,7.99,2007-02-16 22:14:25.996577
17824,426.0,1.0,2204.0,2.99,2007-02-18 00:40:04.996577
17825,426.0,1.0,2804.0,0.99,2007-02-19 17:53:20.996577
17826,426.0,1.0,3243.0,0.99,2007-02-21 01:28:37.996577
17827,427.0,1.0,1342.0,5.99,2007-02-15 10:54:47.996577
17828,427.0,2.0,1628.0,3.99,2007-02-16 06:21:21.996577
17829,427.0,1.0,1648.0,5.99,2007-02-16 07:45:33.996577
17830,427.0,1.0,1857.0,1.99,2007-02-16 23:41:24.996577
17831,427.0,2.0,2466.0,0.99,2007-02-18 18:47:08.996577
17832,428.0,1.0,1227.0,3.99,2007-02-15 02:18:29.996577
17833,428.0,2.0,1471.0,2.99,2007-02-15 19:21:52.996577
17834,428.0,1.0,1601.0,3.99,2007-02-16 04:39:39.996577
17835,428.0,1.0,2677.0,2.99,2007-02-19 10:30:25.996577
17836,428.0,2.0,3377.0,0.99,2007-02-21 12:19:38.996577
17837,429.0,2.0,1781.0,5.99,2007-02-16 17:48:50.996577
17838,429.0,2.0,1798.0,2.99,2007-02-16 18:44:41.996577
17839,429.0,2.0,1916.0,7.99,2007-02-17 03:58:25.996577
17840,429.0,1.0,3409.0,2.99,2007-02-21 14:46:04.996577
17841,430.0,2.0,1207.0,0.99,2007-02-15 00:55:34.996577
17842,430.0,1.0,1274.0,2.99,2007-02-15 06:21:18.996577
17843,430.0,1.0,1538.0,2.99,2007-02-15 23:34:16.996577
17844,430.0,1.0,1759.0,6.99,2007-02-16 16:15:03.996577
17845,430.0,2.0,2892.0,0.99,2007-02-20 00:35:05.996577
17846,430.0,2.0,3153.0,0.99,2007-02-20 19:12:41.996577
17847,431.0,2.0,1561.0,2.99,2007-02-16 01:09:56.996577
17848,431.0,1.0,2096.0,4.99,2007-02-17 17:01:30.996577
17849,431.0,1.0,2269.0,3.99,2007-02-18 04:49:20.996577
17850,431.0,2.0,2281.0,4.99,2007-02-18 05:15:55.996577
17851,431.0,2.0,2761.0,2.99,2007-02-19 15:50:43.996577
17852,431.0,2.0,3304.0,6.99,2007-02-21 06:12:06.996577
17853,431.0,2.0,3369.0,8.99,2007-02-21 11:48:57.996577
17854,432.0,2.0,1180.0,5.99,2007-02-14 23:07:27.996577
17855,432.0,2.0,1597.0,2.99,2007-02-16 04:15:29.996577
17856,432.0,2.0,3194.0,4.99,2007-02-20 22:28:23.996577
17857,434.0,1.0,1225.0,0.99,2007-02-15 02:14:01.996577
17858,434.0,2.0,1584.0,5.99,2007-02-16 03:19:16.996577
17859,434.0,2.0,2415.0,7.99,2007-02-18 15:31:08.996577
17860,434.0,1.0,2430.0,3.99,2007-02-18 16:20:12.996577
17861,434.0,1.0,2494.0,3.99,2007-02-18 20:43:35.996577
17862,434.0,1.0,3014.0,2.99,2007-02-20 09:13:46.996577
17863,434.0,2.0,3037.0,2.99,2007-02-20 10:56:29.996577
17864,435.0,2.0,1443.0,0.99,2007-02-15 17:26:17.996577
17865,435.0,1.0,2984.0,0.99,2007-02-20 07:12:10.996577
17866,436.0,1.0,2291.0,9.99,2007-02-18 06:05:12.996577
17867,437.0,2.0,2239.0,5.99,2007-02-18 02:52:20.996577
17868,437.0,1.0,2792.0,2.99,2007-02-19 17:20:51.996577
17869,437.0,2.0,3265.0,2.99,2007-02-21 02:51:39.996577
17870,438.0,1.0,1431.0,4.99,2007-02-15 16:54:55.996577
17871,438.0,2.0,1779.0,0.99,2007-02-16 17:23:37.996577
17872,438.0,2.0,2206.0,0.99,2007-02-18 00:43:11.996577
17873,438.0,1.0,2591.0,4.99,2007-02-19 04:00:48.996577
17874,438.0,1.0,3315.0,4.99,2007-02-21 06:45:30.996577
17875,438.0,2.0,3368.0,0.99,2007-02-21 11:47:04.996577
17876,439.0,1.0,1264.0,4.99,2007-02-15 05:28:05.996577
17877,439.0,2.0,1557.0,0.99,2007-02-16 00:57:01.996577
17878,439.0,2.0,2097.0,4.99,2007-02-17 17:08:30.996577
17879,439.0,1.0,2621.0,2.99,2007-02-19 06:35:57.996577
17880,439.0,1.0,2992.0,2.99,2007-02-20 07:40:17.996577
17881,439.0,1.0,3294.0,6.99,2007-02-21 05:31:49.996577
17882,441.0,1.0,1602.0,4.99,2007-02-16 04:41:06.996577
17883,441.0,2.0,2328.0,4.99,2007-02-18 08:45:47.996577
17884,442.0,1.0,1251.0,5.99,2007-02-15 04:27:21.996577
17885,442.0,2.0,1358.0,0.99,2007-02-15 11:57:14.996577
17886,442.0,2.0,1576.0,8.99,2007-02-16 02:23:05.996577
17887,442.0,1.0,1774.0,2.99,2007-02-16 16:56:18.996577
17888,443.0,1.0,2871.0,2.99,2007-02-19 22:56:15.996577
17889,444.0,1.0,1239.0,0.99,2007-02-15 03:21:27.996577
